,Length,AT,DA,SA,SRCE,DSTI
1029,146,2020-05-15 13:24:57.892224+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1030,55,2020-05-15 13:24:57.892564+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1031,309,2020-05-15 13:24:57.893128+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1032,55,2020-05-15 13:24:57.894555+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1033,162,2020-05-15 13:24:57.901494+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1034,55,2020-05-15 13:24:57.906436+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1035,143,2020-05-15 13:24:57.907090+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1036,143,2020-05-15 13:24:57.907649+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1037,683,2020-05-15 13:24:57.910899+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1038,309,2020-05-15 13:24:57.911261+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1039,55,2020-05-15 13:24:57.914592+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1040,158,2020-05-15 13:24:57.915988+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1041,309,2020-05-15 13:24:57.916155+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1042,146,2020-05-15 13:24:57.916899+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1043,142,2020-05-15 13:24:57.917214+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1044,130,2020-05-15 13:24:57.917220+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1045,134,2020-05-15 13:24:57.917269+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1046,158,2020-05-15 13:24:57.917900+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1047,134,2020-05-15 13:24:57.919015+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1048,272,2020-05-15 13:24:57.926278+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1049,295,2020-05-15 13:24:57.928853+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1050,125,2020-05-15 13:24:57.941582+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
1051,140,2020-05-15 13:24:57.958448+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
1052,420,2020-05-15 13:24:57.958622+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1053,227,2020-05-15 13:24:57.962793+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1054,1534,2020-05-15 13:24:57.970383+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1055,409,2020-05-15 13:24:57.970730+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1056,184,2020-05-15 13:24:57.971138+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1057,131,2020-05-15 13:24:57.987259+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1058,309,2020-05-15 13:24:57.987573+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1059,146,2020-05-15 13:24:57.987762+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1060,130,2020-05-15 13:24:57.987778+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1061,130,2020-05-15 13:24:57.987781+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1062,134,2020-05-15 13:24:57.987784+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1063,134,2020-05-15 13:24:57.989176+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1064,134,2020-05-15 13:24:57.989639+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1065,55,2020-05-15 13:24:57.995323+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1066,55,2020-05-15 13:24:57.995900+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1067,55,2020-05-15 13:24:57.996592+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1068,143,2020-05-15 13:24:57.997018+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1069,158,2020-05-15 13:24:57.999424+02:00,ec:89:14:fa:3a:2d,d4:f5:47:27:f9:8e,Google_hub,Phone1
1070,55,2020-05-15 13:24:58.002915+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1071,146,2020-05-15 13:24:58.009140+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1072,134,2020-05-15 13:24:58.009355+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1073,197,2020-05-15 13:24:58.009639+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1074,295,2020-05-15 13:24:58.029809+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1075,524,2020-05-15 13:24:58.030005+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1076,247,2020-05-15 13:24:58.030630+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
1077,146,2020-05-15 13:24:58.033583+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1078,55,2020-05-15 13:24:58.044733+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1079,55,2020-05-15 13:24:58.045037+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1080,55,2020-05-15 13:24:58.045485+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1081,146,2020-05-15 13:24:58.072821+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1082,146,2020-05-15 13:24:58.073673+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
1083,55,2020-05-15 13:24:58.088118+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1084,295,2020-05-15 13:24:58.131732+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1085,55,2020-05-15 13:24:58.132283+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1086,195,2020-05-15 13:24:58.137625+02:00,ff:ff:ff:ff:ff:ff,78:88:6d:96:a7:a2,Tablet,Broadcasting
1087,68,2020-05-15 13:24:58.137641+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1088,127,2020-05-15 13:24:58.138790+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
1089,417,2020-05-15 13:24:58.144939+02:00,78:88:6d:96:a7:a2,c4:ea:1d:e6:79:e9,Router,Tablet
1090,55,2020-05-15 13:24:58.145664+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1091,195,2020-05-15 13:24:58.147801+02:00,ff:ff:ff:ff:ff:ff,78:88:6d:96:a7:a2,Tablet,Broadcasting
1092,134,2020-05-15 13:24:58.154277+02:00,d4:f5:47:27:f9:8e,ec:89:14:fa:3a:2d,Phone1,Google_hub
1093,195,2020-05-15 13:24:58.169858+02:00,ff:ff:ff:ff:ff:ff,78:88:6d:96:a7:a2,Tablet,Broadcasting
1094,446,2020-05-15 13:24:58.175882+02:00,c4:ea:1d:e6:79:e8,d4:f5:47:27:f9:8e,Google_hub,Router2
1095,53,2020-05-15 13:24:58.180110+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1096,55,2020-05-15 13:24:58.189001+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1097,127,2020-05-15 13:24:58.200949+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1098,127,2020-05-15 13:24:58.201210+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1099,142,2020-05-15 13:24:58.205001+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1100,229,2020-05-15 13:24:58.205086+02:00,d4:f5:47:27:f9:8e,c4:ea:1d:e6:79:e8,Router2,Google_hub
1101,131,2020-05-15 13:24:58.207229+02:00,c4:ea:1d:e6:79:e8,d4:f5:47:27:f9:8e,Google_hub,Router2
1102,131,2020-05-15 13:24:58.207687+02:00,c4:ea:1d:e6:79:e8,d4:f5:47:27:f9:8e,Google_hub,Router2
1103,131,2020-05-15 13:24:58.208382+02:00,c4:ea:1d:e6:79:e8,d4:f5:47:27:f9:8e,Google_hub,Router2
1104,131,2020-05-15 13:24:58.213731+02:00,c4:ea:1d:e6:79:e8,d4:f5:47:27:f9:8e,Google_hub,Router2
1105,295,2020-05-15 13:24:58.236080+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1106,127,2020-05-15 13:24:58.238676+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1107,142,2020-05-15 13:24:58.239724+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1108,55,2020-05-15 13:24:58.241666+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1109,53,2020-05-15 13:24:58.287044+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1110,53,2020-05-15 13:24:58.288516+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1111,195,2020-05-15 13:24:58.292946+02:00,ff:ff:ff:ff:ff:ff,78:88:6d:96:a7:a2,Tablet,Broadcasting
1112,195,2020-05-15 13:24:58.298036+02:00,ff:ff:ff:ff:ff:ff,78:88:6d:96:a7:a2,Tablet,Broadcasting
1113,53,2020-05-15 13:24:58.307571+02:00,c4:ea:1d:e6:79:e9,ec:89:14:fa:3a:2d,Phone1,Router
1114,53,2020-05-15 13:24:58.313031+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1115,53,2020-05-15 13:24:58.313706+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1116,53,2020-05-15 13:24:58.314477+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1117,53,2020-05-15 13:24:58.315239+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1118,53,2020-05-15 13:24:58.315999+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1119,53,2020-05-15 13:24:58.316759+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1120,53,2020-05-15 13:24:58.317516+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1121,295,2020-05-15 13:24:58.338520+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1122,53,2020-05-15 13:24:58.341567+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1123,68,2020-05-15 13:24:58.341837+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1124,55,2020-05-15 13:24:58.344075+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1125,55,2020-05-15 13:24:58.388785+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1126,55,2020-05-15 13:24:58.389819+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1127,68,2020-05-15 13:24:58.390256+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1128,53,2020-05-15 13:24:58.392690+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1129,195,2020-05-15 13:24:58.404980+02:00,ff:ff:ff:ff:ff:ff,78:88:6d:96:a7:a2,Tablet,Broadcasting
1130,195,2020-05-15 13:24:58.429145+02:00,ff:ff:ff:ff:ff:ff,78:88:6d:96:a7:a2,Tablet,Broadcasting
1131,180,2020-05-15 13:24:58.435479+02:00,e4:ce:8f:62:3b:53,c4:ea:1d:e6:79:e8,Router2,Desktop
1132,134,2020-05-15 13:24:58.435786+02:00,c4:ea:1d:e6:79:e8,e4:ce:8f:62:3b:53,Desktop,Router2
1133,295,2020-05-15 13:24:58.438744+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1134,55,2020-05-15 13:24:58.446290+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1135,55,2020-05-15 13:24:58.491476+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1136,55,2020-05-15 13:24:58.494453+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1137,418,2020-05-15 13:24:58.500957+02:00,e4:ce:8f:62:3b:53,ec:b5:fa:20:73:ef,PhilipsHue,Desktop
1138,295,2020-05-15 13:24:58.541686+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1139,53,2020-05-15 13:24:58.545850+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1140,68,2020-05-15 13:24:58.546274+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1141,427,2020-05-15 13:24:58.550390+02:00,e4:ce:8f:62:3b:53,ec:b5:fa:20:73:ef,PhilipsHue,Desktop
1142,53,2020-05-15 13:24:58.589617+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1143,55,2020-05-15 13:24:58.591305+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1144,55,2020-05-15 13:24:58.646058+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1145,55,2020-05-15 13:24:58.688731+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1146,68,2020-05-15 13:24:58.737929+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1147,68,2020-05-15 13:24:58.737950+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1148,53,2020-05-15 13:24:58.738721+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1149,55,2020-05-15 13:24:58.741041+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1150,295,2020-05-15 13:24:58.746468+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1151,68,2020-05-15 13:24:58.780059+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1152,68,2020-05-15 13:24:58.780137+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1153,68,2020-05-15 13:24:58.780386+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1154,53,2020-05-15 13:24:58.780851+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1155,53,2020-05-15 13:24:58.781668+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1156,53,2020-05-15 13:24:58.782497+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1157,446,2020-05-15 13:24:58.783727+02:00,c4:ea:1d:e6:79:e8,d4:f5:47:27:f9:8e,Google_hub,Router2
1158,55,2020-05-15 13:24:58.785562+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1159,418,2020-05-15 13:24:58.805851+02:00,e4:ce:8f:62:3b:53,ec:b5:fa:20:73:ef,PhilipsHue,Desktop
1160,150,2020-05-15 13:24:58.806129+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1161,131,2020-05-15 13:24:58.816690+02:00,c4:ea:1d:e6:79:e8,d4:f5:47:27:f9:8e,Google_hub,Router2
1162,68,2020-05-15 13:24:58.828309+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1163,68,2020-05-15 13:24:58.828330+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1164,68,2020-05-15 13:24:58.828392+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1165,53,2020-05-15 13:24:58.828954+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1166,53,2020-05-15 13:24:58.829686+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1167,53,2020-05-15 13:24:58.832514+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1168,55,2020-05-15 13:24:58.840527+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1169,295,2020-05-15 13:24:58.848526+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1170,427,2020-05-15 13:24:58.855661+02:00,e4:ce:8f:62:3b:53,ec:b5:fa:20:73:ef,PhilipsHue,Desktop
1171,150,2020-05-15 13:24:58.858403+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1172,150,2020-05-15 13:24:58.858810+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1173,150,2020-05-15 13:24:58.861793+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1174,55,2020-05-15 13:24:58.868537+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1175,68,2020-05-15 13:24:58.872993+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1176,68,2020-05-15 13:24:58.873005+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1177,68,2020-05-15 13:24:58.873277+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1178,53,2020-05-15 13:24:58.873680+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1179,55,2020-05-15 13:24:58.883243+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1180,55,2020-05-15 13:24:58.883680+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1181,55,2020-05-15 13:24:58.884138+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1182,55,2020-05-15 13:24:58.884645+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1183,127,2020-05-15 13:24:58.896804+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1184,142,2020-05-15 13:24:58.897767+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1185,55,2020-05-15 13:24:58.904137+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1186,421,2020-05-15 13:24:58.908069+02:00,e4:ce:8f:62:3b:53,ec:b5:fa:20:73:ef,PhilipsHue,Desktop
1187,150,2020-05-15 13:24:58.908350+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1188,150,2020-05-15 13:24:58.908597+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1189,150,2020-05-15 13:24:58.908736+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1190,55,2020-05-15 13:24:58.938315+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1191,55,2020-05-15 13:24:58.939108+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1192,125,2020-05-15 13:24:58.944361+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
1193,125,2020-05-15 13:24:58.945558+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
1194,295,2020-05-15 13:24:58.957401+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1195,140,2020-05-15 13:24:58.957989+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
1196,55,2020-05-15 13:24:58.982298+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1197,68,2020-05-15 13:24:59.009292+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1198,68,2020-05-15 13:24:59.009308+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1199,68,2020-05-15 13:24:59.009603+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1200,53,2020-05-15 13:24:59.010015+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1201,140,2020-05-15 13:24:59.010791+02:00,e4:ce:8f:62:3b:53,ec:b5:fa:20:73:ef,PhilipsHue,Desktop
1202,122,2020-05-15 13:24:59.011014+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1203,122,2020-05-15 13:24:59.011172+02:00,ec:b5:fa:20:73:ef,e4:ce:8f:62:3b:53,Desktop,PhilipsHue
1204,55,2020-05-15 13:24:59.038828+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1205,295,2020-05-15 13:24:59.056548+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1206,53,2020-05-15 13:24:59.059002+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1207,53,2020-05-15 13:24:59.059657+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1208,127,2020-05-15 13:24:59.061109+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
1209,55,2020-05-15 13:24:59.136103+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1210,55,2020-05-15 13:24:59.137303+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1211,295,2020-05-15 13:24:59.158703+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1212,229,2020-05-15 13:24:59.179153+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
1213,49,2020-05-15 13:24:59.179540+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
1214,55,2020-05-15 13:24:59.180005+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1215,53,2020-05-15 13:24:59.186620+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1216,127,2020-05-15 13:24:59.203875+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1217,127,2020-05-15 13:24:59.204411+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1218,55,2020-05-15 13:24:59.211299+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1219,142,2020-05-15 13:24:59.214651+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
1220,256,2020-05-15 13:24:59.214716+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
1221,53,2020-05-15 13:24:59.231320+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1222,53,2020-05-15 13:24:59.231894+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1223,55,2020-05-15 13:24:59.232253+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1224,53,2020-05-15 13:24:59.232882+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1225,55,2020-05-15 13:24:59.237172+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1226,295,2020-05-15 13:24:59.258291+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1227,55,2020-05-15 13:24:59.281108+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1228,55,2020-05-15 13:24:59.336458+02:00,c4:ea:1d:e6:79:e9,00:f6:20:f9:03:47,Google_speaker,Router
1229,295,2020-05-15 13:24:59.360528+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
1230,55,2020-05-15 13:24:59.361006+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
1231,256,2020-05-15 13:24:59.362357+02:00,e4:ce:8f:4c:29:ae,d4:f5:47:27:f9:8e,Google_hub,Laptop
1232,53,2020-05-15 13:24:59.365778+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1233,53,2020-05-15 13:24:59.366356+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1234,53,2020-05-15 13:24:59.367047+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1235,53,2020-05-15 13:24:59.367786+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
1236,53,2020-05-15 13:24:59.370243+02:00,c4:ea:1d:e6:79:e9,78:88:6d:96:a7:a2,Tablet,Router
